"","build","computer.platform","time","subject","blockcode","blocknum","trialcode","trialnum","stimulusitem1","stimulusitem2","stimulusitem3","response","latency"
"6050","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",15,"white_background_main_hc","+","scenes/beach_044.jpg","4",1195
"6051","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",16,"white_background_main_hc","+","scenes/city_075.jpg","2",2099
"6052","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",17,"white_background_main_hc","+","scenes/city_016.jpg","3",3935
"6053","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",18,"white_background_main_hc","+","scenes/city_023.jpg","4",2776
"6054","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",19,"white_background_main_hc","+","scenes/beach_077.jpg","1",1614
"6055","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",20,"white_background_main_hc","+","scenes/forest_031.jpg","4",2092
"6056","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",21,"white_background_main_hc","+","scenes/forest_072.jpg","2",929
"6057","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",22,"white_background_main_hc","+","scenes/city_073.jpg","1",2558
"6058","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",23,"white_background_main_hc","+","scenes/city_102.jpg","2",1400
"6059","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",24,"white_background_main_hc","+","scenes/beach_132.jpg","3",743
"6060","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",25,"white_background_main_hc","+","scenes/beach_057.jpg","2",784
"6061","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",26,"white_background_main_hc","+","scenes/station_056.jpg","2",1109
"6062","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",27,"white_background_main_hc","+","scenes/beach_050.jpg","1",1259
"6063","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",28,"white_background_main_hc","+","scenes/beach_101.jpg","3",675
"6064","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",29,"white_background_main_hc","+","scenes/forest_053.jpg","1",1414
"6065","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",30,"white_background_main_hc","+","scenes/station_010.jpg","3",2789
"6066","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",31,"white_background_main_hc","+","scenes/beach_130.jpg","3",3057
"6067","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",32,"white_background_main_hc","+","scenes/forest_113.jpg","3",1464
"6068","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",33,"white_background_main_hc","+","scenes/city_018.jpg","3",861
"6069","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",34,"white_background_main_hc","+","scenes/forest_044.jpg","2",517
"6070","5.0.14.0","win","09:36:48",185,"HC",3,"beginning_B2_hc_trial",35,"images/block2_inst.jpg","0","0","57",4514
"6071","5.0.14.0","win","09:36:48",185,"HC",3,"reminder_hc_trial",36,"images/hot_cold_scale_reminder.jpg","0","0","57",2227
"6072","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",37,"white_background_main_hc","+","scenes/station_023.jpg","3",1378
"6073","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",38,"white_background_main_hc","+","scenes/station_102.jpg","3",1035
"6074","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",39,"white_background_main_hc","+","scenes/beach_067.jpg","2",1256
"6075","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",40,"white_background_main_hc","+","scenes/station_072.jpg","1",838
"6076","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",41,"white_background_main_hc","+","scenes/station_029.jpg","3",1185
"6077","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",42,"white_background_main_hc","+","scenes/city_020.jpg","4",2091
"6078","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",43,"white_background_main_hc","+","scenes/city_032.jpg","3",1054
"6079","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",44,"white_background_main_hc","+","scenes/station_025.jpg","3",454
"6080","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",45,"white_background_main_hc","+","scenes/station_103.jpg","3",344
"6081","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",46,"white_background_main_hc","+","scenes/station_064.jpg","1",727
"6082","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",47,"white_background_main_hc","+","scenes/beach_049.jpg","1",912
"6083","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",48,"white_background_main_hc","+","scenes/city_063.jpg","1",749
"6084","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",49,"white_background_main_hc","+","scenes/forest_042.jpg","2",1318
"6085","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",50,"white_background_main_hc","+","scenes/city_025.jpg","3",1732
"6086","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",51,"white_background_main_hc","+","scenes/city_029.jpg","3",775
"6087","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",52,"white_background_main_hc","+","scenes/forest_056.jpg","2",1748
"6088","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",53,"white_background_main_hc","+","scenes/forest_039.jpg","3",746
"6089","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",54,"white_background_main_hc","+","scenes/forest_102.jpg","2",2343
"6090","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",55,"white_background_main_hc","+","scenes/forest_014.jpg","3",982
"6091","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",56,"white_background_main_hc","+","scenes/forest_045.jpg","3",578
"6092","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",57,"white_background_main_hc","+","scenes/city_117.jpg","2",1687
"6093","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",58,"white_background_main_hc","+","scenes/city_019.jpg","4",1082
"6094","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",59,"white_background_main_hc","+","scenes/beach_002.jpg","3",1107
"6095","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",60,"white_background_main_hc","+","scenes/city_070.jpg","2",930
"6096","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",61,"white_background_main_hc","+","scenes/forest_118.jpg","3",1151
"6097","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",62,"white_background_main_hc","+","scenes/beach_137.jpg","2",984
"6098","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",63,"white_background_main_hc","+","scenes/beach_131.jpg","3",701
"6099","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",64,"white_background_main_hc","+","scenes/forest_107.jpg","4",1624
"6100","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",65,"white_background_main_hc","+","scenes/forest_015.jpg","4",1126
"6101","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",66,"white_background_main_hc","+","scenes/station_030.jpg","3",618
"6102","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",67,"white_background_main_hc","+","scenes/beach_133.jpg","3",1996
"6103","5.0.14.0","win","09:36:48",185,"HC",3,"likert_hc",68,"white_background_main_hc","+","scenes/station_113.jpg","2",1660
"6104","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",1,"white_background_prac_nq","+","scenes/noisy_quiet_prac01.jpg","5",2290
"6105","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",2,"white_background_prac_nq","+","scenes/noisy_quiet_prac02.jpg","2",1192
"6106","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",3,"white_background_prac_nq","+","scenes/noisy_quiet_prac03.jpg","3",91924
"6107","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",4,"white_background_prac_nq","+","scenes/noisy_quiet_prac04.jpg","2",1468
"6108","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",5,"white_background_prac_nq","+","scenes/noisy_quiet_prac05.jpg","4",2364
"6109","5.0.14.0","win","09:36:48",185,"NQPrac",5,"likert_nq_prac",6,"white_background_prac_nq","+","scenes/noisy_quiet_prac06.jpg","3",1983
"6110","5.0.14.0","win","09:36:48",185,"NQ",6,"beginning_B1_nq_trial",1,"images/block1_inst.png","0","0","57",1694
"6111","5.0.14.0","win","09:36:48",185,"NQ",6,"reminder_nq_trial",2,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",16360
"6112","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",3,"white_background_main_nq","+","scenes/station_056.jpg","2",1177
"6113","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",4,"white_background_main_nq","+","scenes/forest_044.jpg","3",960
"6114","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",5,"white_background_main_nq","+","scenes/beach_133.jpg","4",1091
"6115","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",6,"white_background_main_nq","+","scenes/city_023.jpg","2",1328
"6116","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",7,"white_background_main_nq","+","scenes/beach_067.jpg","3",1363
"6117","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",8,"white_background_main_nq","+","scenes/station_023.jpg","2",1078
"6118","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",9,"white_background_main_nq","+","scenes/forest_045.jpg","4",1114
"6119","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",10,"white_background_main_nq","+","scenes/city_020.jpg","3",2449
"6120","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",11,"white_background_main_nq","+","scenes/beach_131.jpg","2",1755
"6121","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",12,"white_background_main_nq","+","scenes/station_108.jpg","4",1455
"6122","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",13,"white_background_main_nq","+","scenes/forest_113.jpg","3",1007
"6123","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",14,"white_background_main_nq","+","scenes/beach_057.jpg","4",682
"6124","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",15,"white_background_main_nq","+","scenes/city_019.jpg","2",791
"6125","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",16,"white_background_main_nq","+","scenes/station_034.jpg","4",1139
"6126","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",17,"white_background_main_nq","+","scenes/station_062.jpg","4",1502
"6127","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",18,"white_background_main_nq","+","scenes/forest_072.jpg","1",1766
"6128","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",19,"white_background_main_nq","+","scenes/beach_134.jpg","2",1918
"6129","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",20,"white_background_main_nq","+","scenes/station_113.jpg","3",2914
"6130","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",21,"white_background_main_nq","+","scenes/beach_080.jpg","3",1583
"6131","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",22,"white_background_main_nq","+","scenes/city_075.jpg","3",778
"6132","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",23,"white_background_main_nq","+","scenes/beach_050.jpg","4",6303
"6133","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",24,"white_background_main_nq","+","scenes/station_102.jpg","3",1335
"6134","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",25,"white_background_main_nq","+","scenes/beach_077.jpg","4",1441
"6135","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",26,"white_background_main_nq","+","scenes/forest_118.jpg","3",1748
"6136","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",27,"white_background_main_nq","+","scenes/station_025.jpg","4",20475
"6137","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",28,"white_background_main_nq","+","scenes/city_073.jpg","3",1319
"6138","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",29,"white_background_main_nq","+","scenes/station_010.jpg","4",1210
"6139","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",30,"white_background_main_nq","+","scenes/station_029.jpg","3",9949
"6140","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",31,"white_background_main_nq","+","scenes/city_029.jpg","2",1229
"6141","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",32,"white_background_main_nq","+","scenes/forest_015.jpg","3",114662
"6142","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",33,"white_background_main_nq","+","scenes/forest_050.jpg","4",1769
"6143","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",34,"white_background_main_nq","+","scenes/beach_130.jpg","4",4191
"6144","5.0.14.0","win","09:36:48",185,"NQ",6,"beginning_B2_nq_trial",35,"images/block2_inst.jpg","0","0","57",200545
"6145","5.0.14.0","win","09:36:48",185,"NQ",6,"reminder_nq_trial",36,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",706
"6146","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",37,"white_background_main_nq","+","scenes/beach_002.jpg","3",1130
"6147","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",38,"white_background_main_nq","+","scenes/forest_043.jpg","4",2950
"6148","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",39,"white_background_main_nq","+","scenes/beach_049.jpg","4",692
"6149","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",40,"white_background_main_nq","+","scenes/city_117.jpg","3",939
"6150","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",41,"white_background_main_nq","+","scenes/beach_132.jpg","3",352
"6151","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",42,"white_background_main_nq","+","scenes/station_064.jpg","4",10296
"6152","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",43,"white_background_main_nq","+","scenes/forest_102.jpg","4",5580
"6153","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",44,"white_background_main_nq","+","scenes/city_062.jpg","3",1006
"6154","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",45,"white_background_main_nq","+","scenes/city_032.jpg","3",5300
"6155","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",46,"white_background_main_nq","+","scenes/city_025.jpg","3",6216
"6156","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",47,"white_background_main_nq","+","scenes/city_018.jpg","2",1190
"6157","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",48,"white_background_main_nq","+","scenes/forest_056.jpg","4",941
"6158","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",49,"white_background_main_nq","+","scenes/city_016.jpg","3",757
"6159","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",50,"white_background_main_nq","+","scenes/station_072.jpg","3",761
"6160","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",51,"white_background_main_nq","+","scenes/station_101.jpg","2",777
"6161","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",52,"white_background_main_nq","+","scenes/forest_039.jpg","1",931
"6162","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",53,"white_background_main_nq","+","scenes/beach_044.jpg","3",1420
"6163","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",54,"white_background_main_nq","+","scenes/station_103.jpg","4",1005
"6164","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",55,"white_background_main_nq","+","scenes/city_063.jpg","3",1502
"6165","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",56,"white_background_main_nq","+","scenes/city_059.jpg","2",1035
"6166","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",57,"white_background_main_nq","+","scenes/beach_101.jpg","1",1553
"6167","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",58,"white_background_main_nq","+","scenes/forest_014.jpg","5",942
"6168","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",59,"white_background_main_nq","+","scenes/forest_107.jpg","5",796
"6169","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",60,"white_background_main_nq","+","scenes/station_030.jpg","4",2186
"6170","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",61,"white_background_main_nq","+","scenes/beach_051.jpg","4",1774
"6171","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",62,"white_background_main_nq","+","scenes/city_070.jpg","1",765
"6172","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",63,"white_background_main_nq","+","scenes/forest_042.jpg","4",1030
"6173","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",64,"white_background_main_nq","+","scenes/forest_031.jpg","2",2746
"6174","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",65,"white_background_main_nq","+","scenes/forest_053.jpg","4",1822
"6175","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",66,"white_background_main_nq","+","scenes/beach_137.jpg","4",701
"6176","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",67,"white_background_main_nq","+","scenes/city_102.jpg","2",1072
"6177","5.0.14.0","win","09:36:48",185,"NQ",6,"likert_nq",68,"white_background_main_nq","+","scenes/station_055.jpg","2",385
"6178","5.0.14.0","win","09:36:48",185,"demo_block",7,"age",1,"0","0","0","36",7063
"6179","5.0.14.0","win","09:36:48",185,"demo_block",7,"education",1,"0","0","0","bachelor's degree",7063
"6180","5.0.14.0","win","09:36:48",185,"demo_block",7,"left_right_handed",1,"0","0","0","left",7063
"6181","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption1",2,"0","0","0","0",6500
"6182","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption2",2,"0","0","0","",6500
"6183","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption3",2,"0","0","0","",6500
"6184","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption4",2,"0","0","0","",6500
"6185","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption5",2,"0","0","0","",6500
"6186","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption6",2,"0","0","0","",6500
"6187","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption7",2,"0","0","0","",6500
"6188","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption8",2,"0","0","0","",6500
"6189","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceoption9",2,"0","0","0","",6500
"6190","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceother",2,"0","0","0","",6500
"6191","5.0.14.0","win","09:36:48",185,"demo_block",7,"raceother",2,"0","0","0","",6500
"6192","5.0.14.0","win","09:36:48",185,"demo_block",7,"english_language",2,"0","0","0","Yes",6500
"6193","5.0.14.0","win","09:36:48",185,"demo_block",7,"english_languageother",2,"0","0","0","",6500
"6194","5.0.14.0","win","09:36:48",185,"demo_block",7,"worker_id",2,"0","0","0","AW2XWG1NUYMR5",6500
"6195","5.0.14.0","win","17:50:03",195,"HCPrac",2,"likert_prac_hc",1,"white_background_prac_hc","+","scenes/hot_cold_prac01.jpg","3",3186
"6196","5.0.14.0","win","17:50:03",195,"HCPrac",2,"likert_prac_hc",2,"white_background_prac_hc","+","scenes/hot_cold_prac02.jpg","1",1682
"6197","5.0.14.0","win","17:50:03",195,"HCPrac",2,"likert_prac_hc",3,"white_background_prac_hc","+","scenes/hot_cold_prac03.jpg","3",1886
"6198","5.0.14.0","win","17:50:03",195,"HCPrac",2,"likert_prac_hc",4,"white_background_prac_hc","+","scenes/hot_cold_prac04.jpg","1",1398
"6199","5.0.14.0","win","17:50:03",195,"HC",3,"beginning_B1_hc_trial",1,"images/block1_inst.png","0","0","57",1848
"6200","5.0.14.0","win","17:50:03",195,"HC",3,"reminder_hc_trial",2,"images/hot_cold_scale_reminder.jpg","0","0","57",1573
"6201","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",3,"white_background_main_hc","+","scenes/station_113.jpg","1",1028
"6202","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",4,"white_background_main_hc","+","scenes/city_059.jpg","1",565
"6203","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",5,"white_background_main_hc","+","scenes/city_075.jpg","1",573
"6204","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",6,"white_background_main_hc","+","scenes/forest_031.jpg","3",1738
"6205","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",7,"white_background_main_hc","+","scenes/beach_080.jpg","1",912
"6206","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",8,"white_background_main_hc","+","scenes/beach_051.jpg","1",2505
"6207","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",9,"white_background_main_hc","+","scenes/beach_002.jpg","2",2312
"6208","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",10,"white_background_main_hc","+","scenes/station_055.jpg","1",827
"6209","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",11,"white_background_main_hc","+","scenes/beach_101.jpg","3",1797
"6210","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",12,"white_background_main_hc","+","scenes/city_063.jpg","1",1141
"6211","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",13,"white_background_main_hc","+","scenes/beach_134.jpg","3",1473
"6212","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",14,"white_background_main_hc","+","scenes/beach_077.jpg","1",1242
"6213","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",15,"white_background_main_hc","+","scenes/city_062.jpg","1",618
"6214","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",16,"white_background_main_hc","+","scenes/station_103.jpg","3",1370
"6215","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",17,"white_background_main_hc","+","scenes/forest_042.jpg","1",1651
"6216","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",18,"white_background_main_hc","+","scenes/station_056.jpg","1",803
"6217","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",19,"white_background_main_hc","+","scenes/beach_133.jpg","3",1497
"6218","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",20,"white_background_main_hc","+","scenes/beach_050.jpg","1",939
"6219","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",21,"white_background_main_hc","+","scenes/city_032.jpg","3",1176
"6220","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",22,"white_background_main_hc","+","scenes/forest_107.jpg","3",926
"6221","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",23,"white_background_main_hc","+","scenes/beach_044.jpg","3",4065
"6222","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",24,"white_background_main_hc","+","scenes/station_108.jpg","1",1214
"6223","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",25,"white_background_main_hc","+","scenes/station_062.jpg","1",623
"6224","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",26,"white_background_main_hc","+","scenes/forest_102.jpg","1",740
"6225","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",27,"white_background_main_hc","+","scenes/city_018.jpg","3",1262
"6226","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",28,"white_background_main_hc","+","scenes/city_019.jpg","3",701
"6227","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",29,"white_background_main_hc","+","scenes/station_064.jpg","1",1103
"6228","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",30,"white_background_main_hc","+","scenes/station_101.jpg","3",1155
"6229","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",31,"white_background_main_hc","+","scenes/station_072.jpg","1",797
"6230","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",32,"white_background_main_hc","+","scenes/beach_130.jpg","3",1196
"6231","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",33,"white_background_main_hc","+","scenes/city_070.jpg","1",1722
"6232","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",34,"white_background_main_hc","+","scenes/city_073.jpg","1",514
"6233","5.0.14.0","win","17:50:03",195,"HC",3,"beginning_B2_hc_trial",35,"images/block2_inst.jpg","0","0","57",3544
"6234","5.0.14.0","win","17:50:03",195,"HC",3,"reminder_hc_trial",36,"images/hot_cold_scale_reminder.jpg","0","0","57",178
"6235","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",37,"white_background_main_hc","+","scenes/forest_039.jpg","3",1198
"6236","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",38,"white_background_main_hc","+","scenes/forest_056.jpg","1",974
"6237","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",39,"white_background_main_hc","+","scenes/forest_045.jpg","3",1135
"6238","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",40,"white_background_main_hc","+","scenes/beach_137.jpg","2",1317
"6239","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",41,"white_background_main_hc","+","scenes/beach_057.jpg","1",1646
"6240","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",42,"white_background_main_hc","+","scenes/station_025.jpg","3",1734
"6241","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",43,"white_background_main_hc","+","scenes/beach_067.jpg","1",1045
"6242","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",44,"white_background_main_hc","+","scenes/forest_044.jpg","1",3868
"6243","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",45,"white_background_main_hc","+","scenes/beach_049.jpg","1",823
"6244","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",46,"white_background_main_hc","+","scenes/city_117.jpg","2",3209
"6245","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",47,"white_background_main_hc","+","scenes/forest_118.jpg","2",2123
"6246","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",48,"white_background_main_hc","+","scenes/city_025.jpg","3",794
"6247","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",49,"white_background_main_hc","+","scenes/beach_132.jpg","3",1641
"6248","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",50,"white_background_main_hc","+","scenes/forest_113.jpg","3",1086
"6249","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",51,"white_background_main_hc","+","scenes/city_029.jpg","3",542
"6250","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",52,"white_background_main_hc","+","scenes/station_010.jpg","3",552
"6251","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",53,"white_background_main_hc","+","scenes/city_016.jpg","3",2504
"6252","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",54,"white_background_main_hc","+","scenes/station_030.jpg","3",657
"6253","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",55,"white_background_main_hc","+","scenes/forest_053.jpg","1",993
"6254","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",56,"white_background_main_hc","+","scenes/station_102.jpg","3",1366
"6255","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",57,"white_background_main_hc","+","scenes/station_023.jpg","3",1732
"6256","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",58,"white_background_main_hc","+","scenes/station_034.jpg","1",877
"6257","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",59,"white_background_main_hc","+","scenes/beach_131.jpg","3",1159
"6258","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",60,"white_background_main_hc","+","scenes/forest_014.jpg","2",1442
"6259","5.0.14.0","win","17:50:03",195,"HC",3,"likert_hc",61,"white_background_main_hc","+","scenes/forest_015.jpg","2",845
